Franchise Number,Name,Owner,Address,City,State,Zip
8916,Rancho Santa Margarita/Coto De Caza/Trabuco Canyon,"Gerrits, Vincent & Keli",23016 Lake Forest Drive #368,Laguna Hills,CA,92653-
8919,Canton,"Johnson, Bruce & Terri",1409 Portage Street NW A,North Canton,OH,44720-
8923,Bellaire,"Norlander, Tom & Kristina","5233 Bellaire Boulevard, Ste B 179",Bellaire,TX,77401-
8925,South & East Stark County,"Kolenz, Laurel C. & Gentile, Maureen L.",2212 West State Street #271,Alliance,OH,44601-
8926,The Hill Country,"Tonroy, Andrew Austin & Konke, Jr., Gary Alan & Masters, Emily C.",407 Highway 289,Comfort,TX,78013-
8927,Birmingham North,"Wilson, David Benjamin & Wilson, Phillip Brady",2000 Huntley Parkway,Pelham,AL,35124-
8928,Sun City/Sun City West/Southeast Surprise,"Burnett, Jeffrey",P.O. Box 1814,Sun City,AZ,85372-1814
8934,Peoria,"Fletcher, Jason B.",113 Sapp St.,Pekin,IL,61554-
8942,North Vista/San Marcos,"Araya, Juan C. & Araya, Jose A.",2870 S. Santa Fe Avenue,San Marcos,CA,92069-
8944,The New Orleans Westbank,"Scott, Joe & Marietta",3741 Spencer St,Harvey,LA,70058-
8945,Farmington & Farmington Hills,"Kososki, Christopher A. & Lynne M.",31168 W. 8 Mile Road,Farmington Hills,MI,48336-
8948,Victoria,"Hart, Mark D. & Natalie M.",2504 E. Rio Grande St.,Victoria,TX,77901-
8954,Northern Las Vegas,"Frye, Gerald & Tammy",2828 Synergy Street,North Las Vegas,NV,89030-
8958,Broome County West,"Yurka, Danielle Sepe & Sepe, Justin & Travis, Nicole",P.O. Box 654,Binghamton,NY,13902-
8967,Southwest Las Vegas,"Adams, Wade & Inkham",5965 Procyon St.,Las Vegas,NV,89118-
8975,South Pasadena,"Munoz, Pat & Tammy & Munoz, Jonathan",P. O. Box 2754,Pearland,TX,77588-
8977,"Marion, Bond, Fayette and Clinton Cos.","Wolfe, David & Angie",8372 N. US Hwy 45,Effingham,IL,62401-
8980,Garden City/Hempstead,"Kaikow, Mitchell R. & Cleary, Stuart A.",734 Franklin Ave. #275,Garden City,NY,11530-
8988,Corinth/Iuka,"Eldridge, Jeff & Dana",1405 Sawyer Road,Corinth,MS,38834-
8990,Troup-Coweta Counties,"Wilson, Ricky & Cathy Joyce & Wilson, Jeremy & Wilson, Zachary",14861 Veterans Memorial Hwy,Villa Rica,GA,30180-
8991,Suffolk/Smithfield/Franklin,"Hardison, Joey & Tammy",5660 Shoulders Hill Road,Suffolk,VA,23435-
9018,Blue Valley,"Bates, Cory & Hogan, Michael",15365 S. Keeler Street,Olathe,KS,66062-
9022,Elgin/Northwest Kane County,"Jackowiec, George & Margaret",955 Grace Street,Elgin,IL,60120--8457
9023,Fair Oaks/Folsom,"Langford, Daniel E. & Sara J.",9743 Kent Street,Elk Grove,CA,95624-
9037,Parker & Northeast Hood Counties,"Guynes, Charles & Jacy",P.O. Box 2620,Weatherford,TX,76086-
9045,Southern York County,"Giunco, John",236 River Street,Springvale,ME,04083-
9057,"Highland, White Lake, Commerce North","Spensley, Robert & Mary & Spensley, Christopher R. & Spensley, Chad",2094 Pless Drive,Brighton,MI,48114-
9059,Temple & Belton,"Owens, Greg & Julie",245 S. General Bruce Drive,Temple,TX,76504-
9060,Tompkins & Tioga Counties,"Yurka, Danielle Sepe & Sepe, Justin & Travis, Nicole",P.O. Box 654,Binghamton,NY,13902-
9061,Bay City,"Miller, Randy & Tina",5215 S Mackinaw Road,Bay City,MI,48706-
9066,"St. Joseph, Maryville","Halsey, Brett & Samantha",6181 NE State Route 6,St. Joseph,MO,64507-
9069,Atascadero/Paso Robles,"Powers, Joseph & Karen",7343 El Camino Real Suite 199,Atascadero,CA,93422-
9083,Western Essex County,"Spinner, Karl",1094 Globe Avenue,Mountainside,NJ,07092-
9086,Bear/New Castle,"Massey, Richard",301 Carson Drive,Bear,DE,19701-
9090,Egg Harbor/Ventnor City,"Gibbs, James","8 Steelman Ln, Ste C-1",Egg Harbor Township,NJ,08234-
9091,Hicksville/Plainview,"Kluger, Risa","17B E. Old Country Road, Ste 328",Hicksville,NY,11801-
9094,"Manistee, Ludington and Cadillac","Hasenbank, Bruce & Jablonowski, Nicholas",1644 W US 10,Scottville,MI,49454-
9097,Southwest Brooklyn,"Kluger, David & Kluger, Gina","8225 5th Ave, PMB #824",Brooklyn,NY,11209-
9101,Portland,"Lamey, Jared",9 Hutcherson Drive,Gorham,ME,04038-
9102,South Portland,"Lamey, Jared",9 Hutcherson Drive,Gorham,ME,04038-
9103,Santa Ynez/Goleta,"Glimp, James",240 E Hwy 246 Suite 108,Buellton,CA,93427-
9104,Santa Barbara,"Glimp, James",6100 Hollister Avenue Suite 4A,Santa Barbara,CA,93117-
9105,Dover/Middletown,"Nunan, III, Charles R. & Nunan, Christopher",712 Main Street,Cheswold,DE,19936-
9106,"Mount Pleasant, Clare & Houghton Lake","Sawhill, Patrick & Sawhill, William",4245 S. Lincoln Road,Mt. Pleasant,MI,48858-
9114,West Kirkwood/Sunset Hills,"Chestnas, Jeffrey & Sandra",P.O. Box 270504,St. Louis,MO,63127-
9115,Paducah & Mayfield,"Durham, Steve & Jill",1128 Broadway,Paducah,KY,42001-
9124,Kernersville,"Holcomb, Britt & Stacy",2902 Manufacturer Drive,Greensboro,NC,27406-
9126,Central Ft. Myers,"Ferguson, John R. & Ferguson, John A.",1685 Target Court #22,Fort Myers,FL,33905-
9142,Puyallup/Sumner,"Friermuth, K. Doug & Friermuth, Kevin D.",14224 Pioneer Way E,Puyallup,WA,98372-
9144,North Sarasota,"Vermillion, Jeff & Monique & Vermillion, Brandon","6341 Porter Rd, Ste 14",Sarasota,FL,34240-
9157,Mt. Laurel/Moorestown,"Walker, Charles Eric",P.O. Box 1432,Merchantville,NJ,08109-
9158,Cherry Hill/Haddonfield,"Walker, Charles Eric",P.O. Box 1432,Merchantville,NJ,08109-
9171,Dale City/Lake Ridge,"Wenger, Barry & Colleen",4196 Merchant Plaza #349,Lake Ridge,VA,22192-
9188,"North Calhoun County, Northwest Jackson County","Sommerfeld, Lance",223 N 30th Street,Springfield,MI,49037-
9192,NW Bakersfield,"Cabral, Jose & Maria",10217 Rosedale Hwy,Bakersfield,CA,93312-
9195,Gig Harbor/North Tacoma,"Betcher, Carl & Jean & Betcher, Matthew",P.O. Box 2238,Gig Harbor,WA,98335-
9196,Mason County,"Betcher, Carl & Jean & Betcher, Matthew",P.O. Box 2238,Gig Harbor,WA,98335-
9200,Brickell,"Calzada, Jr., Osvaldo","2520 Coral Way, Suite 2-301",Coral Gables,FL,33145-
9207,Kingston/New Paltz,"Morrissey, Gilbert & Sheryl L.",10 A Lumen Lane,Highland,NY,12528-
9214,Boston Downtown/Back Bay/South Boston,"Tutsch, Jr., Joseph & Tutsch, Kayla & Mattos, Frank & Cabral, Jason & Erica & Mazurek, Richard & Jenna",490 Winthrop Street,Taunton,MA,02780-
9217,Jefferson County,"Zegarelli, Mark & Marylourdes","800 Starbuck Ave, Ste B-4",Watertown,NY,13601-
9219,Campbell,"Sargsyan, Artur & Mandanian, Rafik & Mandani, Vaheh",21 Harrison Avenue,Campbell,CA,95008-
9229,Pulaski & Laurel Counties,"Roberts, Anthony Paul & Julie W.",P.O. Box 2193,London,KY,40743-
9233,Federal Way,"McDonald, Kirk L.",1908 S 341st Pl,Federal Way,WA,98003-
9236,Bowling Green/West Lucas County,"Buck, Mike",P.O. Box 244,Holland,OH,43528-
9237,"Marshall, Starke, Pulaski & Fulton Counties","Goranson, Roger D. & Alison A.",514 A. Beerenbrook St.,Plymouth,IN,46563-
9240,Amory/Aberdeen & West Point,"Rigby, Christopher Brian",P.O. Box 3421,Tupelo,MS,38803-
9241,Kaufman County/Cedar Creek,"Wiley, Brandon & Regina & Evartt, Edward D.",P.O. Box 1774,Forney,TX,75126-
9245,Laurel,"Wheat, William J. & Donna C.",5141 Highway 84 W,Laurel,MS,39443-
9246,Baytown/Channelview,"Shaw, Derek D. & Gabrielle G. & Meacham, Randy & Susan",2436 Peyton Road,Houston,TX,77032-
9249,Rockford,"Hare, Charles & Mary Jo",4315 Charles Street,Rockford,IL,61108-
9251,Whittier,"Vazquez, Jose Ramos & Ramos, Norma A. & Balcazar, Jonathan Sanchez & Ramos, Stephanie",9245 Santa Fe Springs Road,Santa Fe Springs,CA,90670-
9254,Central East Baton Rouge Parish,"Betz, Jeffrey L. & McDaniel, Wilbur G. & Betz, Blake J. & Neathery, Timothy J.",P.O. Box 38,Greenwell Springs,LA,70739-
9263,Yorba Linda/Brea,"Arcila, Edgardo",1261 N Lakeview Ave Ste J-510,Anaheim,CA,92807-
9264,"Talladega, Clay & Randolph Counties","Taylor, Jason E. & Katie V.",P.O. Box 311,Childersburg,AL,35044-
9265,Marietta West,"Johnston, Rachel & Rogers, Derek & Astin, Danielle","3600 Dallas Highway, Ste 230 #252",Marietta,GA,30064-
9271,Nashua,"Lee, Kevin & Cynthia & St. Onge, Christopher J. & Stroh, Brendan J.",17 Clinton Drive Suite B #5,Hollis,NH,03049-
9272,Merrimack,"Lee, Kevin & Cynthia & St. Onge, Christopher J. & Stroh, Brendan J.",17 B Clinton Drive Box 5,Hollis,NH,03049-
9273,Southeast Dallas County,"Clark, Richard & Grace",1846 Idlewild Lane,Lancaster,TX,75134-
9280,Teaneck/Englewood,"Irvolino, III, Thomas",560 Sylvan Avenue,Englewood Cliffs,NJ,07632-
9295,Sorrento Valley/University City,"Thompson, James E.","9932 Mesa Rim Road, Suite B",San Diego,CA,92121-
9297,Glendora/San Dimas,"McCann, Joseph & Danielle",433 Fleetwood Place,Glendora,CA,91740-
9299,Citrus County,"Taylor, Romonda & Debra",P.O. Box 640773,Beverly Hills,FL,34464-
9302,Wayne County,"Turner, Tony & Charlene",855 S. Hwy 111,Goldsboro,NC,27534-
9303,North Pomona/La Verne,"Ingraham, Glenn & Sylvia",P.O. Box 216,La Verne,CA,91750-0216
9304,Old Bridge/Cranbury,"Kluger, David & Kluger, Gina",11 C Jocama Blvd.,Old Bridge,NJ,08857-
9306,Joliet,"Kent, William & Melone, Kelly & Melone, Alec W.","2364 Essington Road, Suite 506",Joliet,IL,60435-
9307,Zanesville/Cambridge,"Bettinger, Quentin & Sharon",P.O. Box 908,Zanesville,OH,43702-
9309,Conway & Faulkner Counties,"Hammons, Terry & Tesha","900 Runway Drive, Suite 1",Conway,AR,72032-7126
9310,Redondo Beach/Manhattan Beach,"Mokhtari, Faramarz & Azita",20830 Leapwood Avenue,Carson,CA,90746-
9315,Missoula,"Widerman, Kevin E.","2825 Stockyard Rd, Unit A-2",Missoula,MT,59808-
9317,South Tulsa County,"Jones, David D.",14690 E. Pine Street,Tulsa,OK,74116-2205
9318,Lawrenceville/Mt. Carmel/Olney,"Wolfe, David & Angie",8372 N. US Hwy 45,Effingham,IL,62401-
9320,Reno Southwest,"Enwald, Carolee",P.O. Box 7612,Reno,NV,89510-7612
9322,Columbia and Suwannee Counties,"Nicholson, Charles C. & Kimberly",181 NW Amenity Court,Lake City,FL,32055-
9326,Nutley/Bloomfield,"Harrison, David J. & Patricia A.",357 Broad Street #3,Bloomfield,NJ,07003-
9327,Meriden,"Luciani, Mario G. & Mazzone, Brian P. & Richitelli, John S.",150 Bradley Street,East Haven,CT,06512-
9329,Frankfort,"Meske, Timothy D. & Kimberly",12621 W. Harvey Drive,New Lenox,IL,60451-
9332,Belmont/San Carlos,"Drake, Roy",40 Cape Hatteras Court,Redwood Shores,CA,94065-
9333,Pueblo,"Drury, Jack",3130 Broadmoor Road,Pueblo,CO,81004-
9344,Chino/Chino Hills,"Brogdon, Rick & Rhonda",13885 Redwood Avenue,Chino,CA,91710-
9345,Santa Clarita Valley,"Werner, Gary L.",29059 The Old Road,Santa Clarita,CA,91355-
9346,Vicksburg & Yazoo,"Kitchens, Chris & Andrea",6207 Highway 80,Vicksburg,MS,39180-
9347,Wheaton/Glen Ellyn/Lisle,"Nitzsche, Grant & Alissa",20 Danada Square West #252,Wheaton,IL,60187-
9348,Fayette County,"Grimm, Ralph G. & Holly L. & Pritts, Janice K.",1211 Avon Drive,Connellsville,PA,15425-
9349,Chula Vista South,"Aguilera, Martin & Ana Maria","696 Marsat Court, Ste B",Chula Vista,CA,91911-
9355,North Tulsa County,"Davis, Roger",P.O. Box 547,Collinsville,OK,74021-
9358,Bethlehem,"Davis, Stephen & Dawn",860 N Kiowa St.,Allentown,PA,18109-
9367,Arcadia,"Moufarrege Sr., Antoine J. & Moufarrege, Amy",P.O. Box 660151,Arcadia,CA,91066-0151
9368,Pasadena North,"Moufarrege Sr., Antoine J. & Moufarrege, Amy",P.O. Box 660151,Arcadia,CA,91066-0151
9375,Laguna Beach/Dana Point,"Carano, Tayler & Natali",22912 Pacific Park Drive,Aliso Viejo,CA,92656-
9376,Arlington/Jacksonville East,"Clark, Bryce A.",11215 St. Johns Industrial Parkway #3,Jacksonville,FL,32246-
9378,Greater Northern Charleston,"Ferm, Brandon C. & Elizabeth L.",3609 Ashley Phosphate Road,North Charleston,SC,29418-
9386,Sumter,"Prushan, Lee & Angela",171 Myrtle Beach Hwy,Sumter,SC,29153-
9392,"Phenix City, Eufaula and Tuskegee","Culpepper, James M. & Susan & Culpepper, Edward C. & Bryan, Bobby C.",17159 US Hwy 280 East,Smiths Station,AL,36877-
9394,New Hanover,"Thompson, Davis M.",6606 Windmill Way,Wilmington,NC,28405-
9410,Southern Staten Island,"Citrangola, Robert E.",5 Nelson Avenue,Staten Island,NY,10308-
9412,Lufkin/S. Nacogdoches County,"Hammack, Brad & Jayna",P.O. Box 635370,Nacogdoches,TX,75963-
9414,East Fullerton/Placentia,"Skelton, Robert",2512 E. Fender Ave. Suite G,Fullerton,CA,92831-
9416,S. Muscogee/Chattahoochee County,"Carraway, Dennis & Melissa & Carraway, Brandon",P.O. Box 8116,Columbus,GA,31908-
9417,Central Manhattan,"Kluger, David & Kluger, Gina",888-C 8th Avenue #529,New York,NY,10019-
9418,Point Pleasant,"Reilly, Rebecca L. & Reilly, Patrick G.",15 Adafre Avenue,Toms River,NJ,08753-
9423,Belle Meade/West Nashville,"Dixon, Robert M. & Jessica L.",2322 Clifton Ave.,Nashville,TN,37209-
9426,Fresno Southeast,"Spillman, Denise & Spillman, Estate of Ross & Jackson, John Robert",P.O. Box 7737,Fresno,CA,93747-
9430,St. George,"Tatom, Bradley & Susan & Tatom, Kevin & Tatom, Stephen",1136 E 200 S,St. George,UT,84790-
9440,Spring Valley,"Adams, Wade & Inkham",5965 Procyon St.,Las Vegas,NV,89118-
9443,North Hollywood,"Moufarrege Jr., Antoine J. & Moufarrege, Adrine",12128 Sherman Way,North Hollywood,CA,91605-
9444,Diamond Bar/South Pomona,"Padilla, Glenn & Angela C.","1249 S. Diamond Bar Boulevard, #313",Diamond Bar,CA,91765-
9445,Woodridge/Bolingbrook,"Boyette, William Todd & Jill D.",10216 Werch Drive Unit 111,Woodridge,IL,60517-
9447,Woodbridge/Lorton,"Wenger, Barry & Colleen",4222 Fortuna Center Plaza #160,Dumfries,VA,22025-
9450,Greater Smithtown,"Solano, Frank & Daria",38 Southern Blvd Suite 8,Nesconset,NY,11767-
9451,Branch and South Calhoun Counties,"Popp, Aaron & Tremblay, Fred",P.O. Box 513,Coldwater,MI,49036-
9455,Montgomery North,"Bowen, Brian H. & Bowen, Bruce H.",6021 Troy Highway,Montgomery,AL,36116-
9456,Montgomery South,"Bowen, Brian H. & Bowen, Bruce H.",5939 Troy Highway,Montgomery,AL,36116-
9457,Prattville,"Bowen, Brian H. & Bowen, Bruce H.",692 Commerce Court,Prattville,AL,36066-
9458,Westfield,"Godwin, Gary",P.O. Box 73107,Houston,TX,77273-
9468,Granada Hills,"Brownstein, Michael",8955 Quartz Avenue,Northridge,CA,91324-
9469,Northridge,"Brownstein, Michael",8955 Quartz Avenue,Northridge,CA,91324-
9470,Lake Havasu City/Bullhead City/Kingman,"Wilhelm, Greg & Deborah & Wilhelm, Joshua & Tilaro, Adrianne",2775 Kiowa Blvd North,Lake Havasu City,AZ,86404-
9475,Paramus,"Palumbo, Anthony & Danielle",700-76 Broadway #316,Westwood,NJ,07675-
9486,Buford/Suwanee/Hamilton Mill,"Bisig, Justin & Bisig, Brandon","1600 French Boulevard, #316",Buford,GA,30518-
9488,La Crosse County,"Norris, Vincent & Catherine",2451 Riley Road,Sparta,WI,54656-
9494,Lockport/Lemont/Homer Glen,"Kent, William & Melone, Kelly & Melone, Alec W.","2364 Essington Road, Suite 506",Joliet,IL,60435-
9499,Fernandina Beach/Jacksonville Northeast,"Reilly, Peter D. & Sanford, Paula L.",10569 Lem Turner Road,Jacksonville,FL,32218-
9500,North Oceanside,"Escoto, Daniel & Brandi","230 Roymar Rd, Ste A",Oceanside,CA,92058-
9502,Dover-Rochester,"Robbins, Timothy",74 Industrial Park Drive,Dover,NH,03820-
9505,Nantahala,"Bowles, John & Susan",P.O. Box 1485,Franklin,NC,28744-
9512,Antioch,"Borders, Michael A.",2589 W. 10th Street Suite K4-101,Antioch,CA,94509-
9530,Benicia/Martinez/Southeast Vallejo,"Botsford, Rick & Michelle","815 Arnold Drive, Bay 9",Martinez,CA,94553-
9532,Savannah East,"Harvin, Robert T. & Allyson",4131 Ogeechee Road Suite 104,Savannah,GA,31405-
9533,Savannah West,"Harvin, Robert T. & Allyson",4131 Ogeechee Road Suite 104,Savannah,GA,31405-
9534,Kirksville,"Felice, III, Anthony B. & Felice, Jill Susanna",P.O. Box 1028,Kirksville,MO,63501-
9538,"McMinn, Monroe and Polk Counties","Fowler, John C.",101 S. White St.,Athens,TN,37303-
9539,Cerritos/Hawaiian Gardens,"Ramirez, Ryan",16301 Piuma Avenue,Cerritos,CA,90703-
9540,Dearborn & Dearborn Heights Southeast,"Winfree, Anthony & Maureen",23875 Michigan Avenue #506,Dearborn,MI,48124-
9541,South San Francisco City/San Bruno,"Newton, Shawn",525 B Railroad Ave.,South San Francisco,CA,94080-
9542,Petaluma/Rohnert Park,"Espinal-Perez, Jesus H. & Medina, Jenny M. V.",P.O. Box 1070,Rohnert Park,CA,94927-
9549,San Leandro,"Drake, Roy",2065 Williams Street,San Leandro,CA,94577-
9552,Venice,"Maggio, Paul & Kimberly",233 Center Court,Venice,FL,34285-
9553,Port Charlotte,"Maggio, Paul & Kimberly",18245 Paulson Drive Suite 130D,Port Charlotte,FL,33954-
9555,Alpena,"Martin, Floyd W. & Reinke, Estate of Paul H.",3400 US Hwy 23 South,Alpena,MI,49707-
9556,The Saint Croix Valley,"Lick, Christopher J. & Erin",3450 Yoerg Drive,Hudson,WI,54016-
9562,Lee's Summit,"Kimbley, Chad E.",1001 W Hunters Ridge,Lee's Summit,MO,64086-
9563,Washington County,"Luzzi, Dion M.",29 Railroad Avenue,Westerly,RI,02891-
9572,Winooski/Stowe,"Fields, Jeffrey R. & Leslie A.",195 Acorn Lane,Colchester,VT,05446-
9573,Central Seattle,"McDonald, Kirk L.",900 Lenora Street,Seattle,WA,98121-
9578,Upland/San Antonio Heights,"Khoury, Tim & Abbey & Khoury, Roja H. & Khoury, Nael H.",858 W. 9th Street,Upland,CA,91786-
9579,Upper Cape Cod and The Islands,"Russell, William J. & Beth E. & Chapdelaine, Meredith & Russell III, William J.","108 State Road, Unit 4",Sagamore Beach,MA,02562-
9584,Medford,"Kluger, David & Kluger, Gina",3090 NY 112,Medford,NY,11763-
9586,Kingsport/Bristol,"Swecker, Steven Blake",5351 Fort Henry Drive,Kingsport,TN,37663-
9589,"Campbell, Claiborne, Scott, and Union Counties","Williams, II, James J. & Williams, Dania M.",255 Stone Mill Road,Jacksboro,TN,37757-
9590,"Madison, Rockcastle, Garrard and Lincoln Counties","Roberts, Anthony Paul & Julie W. & Parsons, Jr., Michael S.",255 N Keeneland Drive,Richmond,KY,40475-
9591,"Steuben, DeKalb and LaGrange Counties","Adkins, David A. & Pamela M. & Adkins, Justin",2762 S. 295 W.,Pleasant Lake,IN,46779-
9592,Hoboken/Union City,"Harvey, Lance L. & Jennifer L.",423 County Road Suite 2,Cliffwood,NJ,07721-
9594,East Chattanooga,"Cuthbertson, Jeffrey & Jessica",9028 Jetrail Drive,Ooltewah,TN,37363-
9597,Milford-Orange-Stratford,"Geaski, Gregory J.",232 Amity Road,Woodbridge,CT,06525-
9598,Eatontown/Long Branch,"Majeski, John",P.O. Box 8129,Red Bank,NJ,07701-
9599,Tacoma,"Shaw, Lloyd & Jennifer",P.O. Box 1173,Tacoma,WA,98401-
9601,Somerset County & Westmont,"Sferro, Richard & Renee",373 South Pleasant Ave.,Somerset,PA,15501-
9603,"Casa Grande, Coolidge, Eloy and Maricopa","O'Brien, Eileen & Messina, III, Salvatore & Messina, Jillian",3025 N Rockwell Ave.,Casa Grande,AZ,85122-
9610,Northeast Ontario/Kaiser,"Petra, Vasile & Petra, Tamara","2910 S. Archibald Avenue, Suite A-346",Ontario,CA,91761-
9612,Pleasanton/Dublin,"Rutherford, Barry & Yolanda","1032 Serpentine Lane, Suite 106",Pleasanton,CA,94566-
9614,"Poplar Bluff, Dexter and Kennett","Gross, Michael R. & Michelle M.",1006 Highway 142,Poplar Bluff,MO,63901-
9615,Piscataway,"Formisano, Frank D.",2208 B Hamilton Blvd.,South Plainfield,NJ,07080-
9616,Sunland/Tujunga,"Chikko-Rasho, Helen",14412 Hamlin Street,Van Nuys,CA,91401-
9619,Kankakee County,"Nichols, Robert L. & Kata L.",1725 N. Boudreau Road,Manteno,IL,60950-
9623,Kitsap County,"McCann, Terry W. & J'Nene M.",3439 WA-3,Bremerton,WA,98312-
9624,McAllen,"Doniz, Juan & Moreno, Pedro U.",P.O. BOX 720728,McAllen,TX,78504-
9625,Lynnwood,"Baldridge, Leslie Lemm",19327 21st Ave W,Lynnwood,WA,98036-
9626,Edmonds,"Baldridge, Leslie Lemm",19327 21st Ave W,Lynnwood,WA,98036-
9628,Malibu/Topanga Canyon/Pacific Palisades,"Stanley, Jitka",P.O. Box 1635,Topanga,CA,90290-
9630,West Mecklenburg County,"Williams, Craig","3112 Horseshoe Lane, Ste.200",Charlotte,NC,28208-
9634,Eastern Lake County,"Hodges, Diane & Manolopoulos, Nicholas",2050 E. State Road 130,Hobart,IN,46342-
9635,Texarkana,"Burkett, Terry L. & Melissa D.",P.O. Box 6070,Texarkana,TX,75505-6070
9639,Southwest Lubbock,"Mowery, Joel & Miller, David",7477 County Rd 7000,Lubbock,TX,79407-
9647,Rexburg/Rigby,"Price, Skylar & Tamara",2525 Boge Avenue Suite A,Idaho Falls,ID,83401-
9649,Quincy,"Maguire, Amie Nicole & Timothy",2808 Ellington Road,Quincy,IL,62305-
9654,East Davie/Cooper City,"Greenstein, Alan & Greenstein, Adam J.",10380 W SR 84 Suite #6,Davie,FL,33324-
9657,Jackson & Ross Counties,"Hughes, Travis P. & Jennifer M.",P.O. Box 1089,Jackson,OH,45640-
9664,Fenton/South Ballwin,"Chestnas, Jeffrey & Sandra",P.O. Box 270504,St. Louis,MO,63127-
9668,Carleton/Maybee,"Kincaid, Jesse",P.O. Box 33,Maybee,MI,48159-
9669,Rocky Hill/Sequoyah Hills/South Knoxville,"Greenway, John A. & Kristina L.",2444 Sutherland Avenue,Knoxville,TN,37919-
9670,Ventura,"Dermigny, John","2646 Palma Dr, Ste 298",Ventura,CA,93003-
9671,West Covina,"Tellez, Ryan",100 N Barranca Street Suite 820G,West Covina,CA,91791-
9673,"Clarion, Jefferson & Forest Counties","Bullers, Jr., Herbert & Bullers, Mary",36 E. Main Street,Brookville,PA,15825-
9675,Henry and Randolph Counties,"Mantor, Jonathan D. & Delmy",1819 North 16th Street,New Castle,IN,47362-
9678,Oak Park/Ferndale,"Fanelli, Paul & Fanelli, Carrie",825 Orchard Street,Ferndale,MI,48220-
9681,Alexander & Caldwell Counties,"Williams, Randy S. & Kim A.",121 Falls Avenue,Granite Falls,NC,28630-
9684,Haywood & Transylvania Counties,"Bowles, John & Susan",293 Industrial Park Drive,Waynesville,NC,28786-
9685,South San Rafael/Sausalito,"Espinal-Perez, Jesus H. & Medina, Jenny M. V.",P.O. Box 1070,Rohnert Park,CA,94927-
